Sorrento F10L,9892be30-17ff-4091-b7ac-b6a1d77f9bbe,28,27,enabled,enabled,25,34.523453,-117.69392
Sorrento F24L,7989e533-854b-4110-9fda-75c62cff5283,16,56,connected,enabled,47,33.454296,-111.31167
Sorrento F00L,a961d53f-be79-4710-bacf-e5797e4174cf,10,55,enabled,enabled,66,34.5035,-117.88033
Sorrento F41L,5ad8f623-1d72-4fd1-be21-d6e239b7e61f,25,40,enabled,enabled,95,38.97088,-121.22984
Sorrento F11L,32ac66ca-b755-4fb7-8197-bd5528f33d1f,21,80,connected,enabled,41,35.20296,-115.71307
Sorrento F01L,451367d4-3d70-4c7a-86c3-77757c80a86d,19,28,enabled,enabled,56,38.80736,-120.91468
Sorrento F01L,a4ab63d9-b849-4e7a-8a56-12a8c94d1cff,21,26,connected,enabled,69,34.39458,-116.34223
Sorrento F41L,e5757cca-5b5b-439b-9da7-06b00e2073fe,22,55,enabled,enabled,54,36.425243,-121.12577
Sorrento F32L,662034ac-af9c-4d78-ab86-6ed8aff13387,21,86,disabled,connected,58,0.0,0.0
iFruit 2,7bd3750a-4b2d-4459-9ec0-79952d638160,22,89,enabled,disabled,35,0.0,0.0
Sorrento F33L,8ee1d3a9-d597-40c2-8e57-788a1e5ea6c7,24,89,enabled,connected,47,34.09046,-117.56566
Ronin S1,89a2706f-24bb-4c78-80c3-3c24cea0bc32,14,56,enabled,enabled,53,33.01567,-116.49134
Sorrento F20L,0a5bb588-4d91-4ad2-937d-6c95bfd0b610,11,71,enabled,enabled,10,36.941727,-119.405914
Sorrento F30L,e97a87f5-12b7-46fb-ae83-a5ef89f1320a,21,36,enabled,disabled,43,0.0,0.0
Sorrento F41L,60c2bddd-19a7-48ee-b343-db89805d0633,21,23,enabled,enabled,72,33.581383,-111.691666
Ronin Novelty Note 4,5d2e16fb-f547-4940-9d99-a3ed93f07241,12,34,enabled,connected,41,45.183155,-117.816154
iFruit 1,2365b478-b7b1-4088-b8a6-d2df0d0c97ae,31,58,disabled,connected,19,35.126484,-115.531265
Sorrento F01L,3d3b029e-2278-4101-8e43-2f21a9a30a07,18,64,enabled,connected,11,39.45625,-120.650276
iFruit 1,57f37dae-0964-41cb-a641-661a9c174010,27,58,enabled,enabled,64,33.065594,-116.59839
iFruit 3,b4700143-813b-4952-bc53-31c2d0fa6f06,25,39,enabled,disabled,12,39.651943,-114.66862
Sorrento F00L,d25c5a6b-1f1f-4823-bbc5-3a31be33d928,23,57,enabled,enabled,18,33.291813,-116.57943
iFruit 3A,0ad1b5f8-7344-4f6b-8c48-be18f8962b9c,29,50,connected,enabled,8,33.05816,-117.00427
Sorrento F20L,7d240056-3721-4fd2-908b-fce33c3c522a,23,61,enabled,connected,32,45.94,-122.897995
Sorrento F41L,96eca337-22a8-44cf-8c09-51b8f17f2ea7,27,70,enabled,enabled,50,45.135532,-122.29594
Sorrento F41L,85ddb8f8-cbbc-4164-b6b0-9f4e6b5475ca,11,42,enabled,connected,69,36.46652,-120.74222
Sorrento F11L,666658ad-5976-40ad-b3e1-92e8c252a68b,11,97,enabled,connected,12,34.509094,-118.09406
Sorrento F31L,6774635d-225f-4cca-a5b1-b03ab45ea1d2,13,99,connected,enabled,30,45.04711,-121.96566
Sorrento F41L,0de90872-1749-4c3e-9099-f40ccef39275,14,50,connected,enabled,70,38.05873,-122.102936
Sorrento F41L,14fc9bbb-54c3-4658-a871-719ca4fd35a4,20,54,enabled,enabled,61,45.348724,-117.59388
Sorrento F41L,4bfee2b9-52aa-45d2-a683-a4f032bcbd95,23,73,enabled,enabled,72,35.573154,-120.367744
iFruit 4A,728f7687-ca15-4468-8655-8e6187fbc94b,21,65,connected,enabled,15,32.797398,-110.45721
Sorrento F01L,03000e9f-1e46-42ee-8c28-fa458f019d2e,22,67,disabled,enabled,46,33.946037,-117.424866
Sorrento F20L,17ee483c-00e6-4452-a683-289117317bb7,33,80,connected,connected,20,34.04454,-117.692345
Sorrento F00L,1df8ffec-192a-4cd1-91cb-8cd6edc6c38e,31,33,connected,connected,53,36.47679,-114.598175
Sorrento F41L,8385a360-41b4-4677-b7ba-311574854d9a,14,37,connected,enabled,94,38.225212,-122.12594
Sorrento F32L,f1070194-be3d-46ef-b251-574f21d79ad0,24,52,enabled,enabled,49,36.098225,-114.55183
Sorrento F20L,cfd9579d-9394-4c42-a602-16e420ca8777,20,73,enabled,enabled,39,38.08273,-121.59385
Sorrento F41L,822fc65b-0aeb-4a26-857e-9e7c5aaf61e0,16,65,disabled,connected,41,0.0,0.0
Sorrento F10L,ef9f9934-d399-4fec-93d6-60e3d133d6d3,10,87,enabled,enabled,64,33.357113,-109.240585
Ronin S1,d39c163b-5d6f-4b16-bb73-f48a69eeb023,12,51,enabled,connected,39,39.407864,-120.53083
Sorrento F41L,94d98cc8-8b0c-4cea-8a30-f811f2f506d7,32,62,enabled,enabled,88,32.920593,-110.743225
Ronin Novelty Note 3,1927dd9e-0b37-46ff-ae67-7125c32fbba5,17,74,enabled,disabled,65,38.451736,-122.11203
Sorrento F11L,1cae34c9-32f4-4640-8a49-ae75fc0294cc,19,66,enabled,connected,51,34.3493,-116.3216
Ronin S2,f8a867a2-5551-49ab-aa1f-f51bae402a33,16,73,enabled,enabled,14,33.878494,-117.685524
Sorrento F33L,25cdf595-500b-4f37-b5ad-0bd96d7a5e7b,21,30,enabled,enabled,37,36.07778,-119.10879
Sorrento F41L,3d46b419-f1d0-4650-8b29-31b8b63cbf4d,31,28,enabled,connected,65,38.842396,-121.299995
Sorrento F41L,20c1144f-0e27-4cbd-8e8f-2447fd4dbc92,26,27,disabled,connected,48,43.16727,-122.68452
Sorrento F40L,661f4160-1ce7-4e4f-91a0-5002170700e4,20,61,disabled,enabled,54,37.57316,-122.0837
Sorrento F00L,35d73fdb-212e-4ad7-9f1d-6b24d659bafb,29,81,enabled,enabled,50,32.787556,-117.10526
Sorrento F41L,c4cddc72-56f9-4d62-9798-18cae11341a9,31,38,enabled,enabled,97,33.18793,-116.53952
Sorrento F41L,c1b6e3d5-f287-466f-b953-296b5e4ac3d7,34,61,enabled,enabled,50,44.20975,-123.1042
iFruit 3,2bbc5257-8bd3-4111-82f2-76e0ccc0dd52,28,71,enabled,connected,0,34.306496,-118.070274
Ronin Novelty Note 1,67fc0899-cecc-4957-8054-52db0b89c5b4,19,29,enabled,enabled,21,34.342926,-117.77096
iFruit 1,def4803b-cad3-442d-ac24-80730e10e0da,24,39,enabled,connected,67,33.098198,-116.304
Sorrento F41L,93032079-2765-4099-b795-958fd51b5acb,20,67,enabled,enabled,87,36.35091,-119.17391
Ronin Novelty Note 1,e323326e-888e-44ed-ae48-7981a737b8ed,19,46,enabled,enabled,62,45.299362,-117.76717
Sorrento F24L,6133ee2d-c77c-4777-8a79-b13956b38a8a,31,45,connected,enabled,25,39.466724,-120.46003
Ronin Novelty Note 4,ce4ee7db-c0ef-40e4-a0e5-cad9c7b49e69,20,90,enabled,enabled,16,34.57919,-118.770874
Sorrento F24L,19e21891-12a1-460e-9b2c-e24a17c6f81f,18,88,enabled,connected,40,36.30711,-119.15209
Sorrento F31L,da4f897e-e085-4297-b4f7-5c62fad9c760,19,79,connected,connected,39,36.385147,-120.85169
Sorrento F01L,7b727e7a-7e88-4290-9a42-5d3843dd99ea,13,96,enabled,enabled,25,34.220104,-117.53854
Sorrento F21L,a80a449e-00ec-4093-80d4-48af0bc4bbde,29,85,connected,connected,11,38.075775,-122.60593
iFruit 2,9312a4ed-3506-4915-b830-f84f8858d016,11,92,connected,connected,43,36.302227,-121.06596
Sorrento F33L,07990f52-d3a4-4bae-a46f-8be88b4c841c,14,92,enabled,enabled,61,36.00059,-113.640884
Sorrento F41L,7ec7ad24-976d-4756-a766-9d8ec1d0bdc1,30,51,enabled,connected,91,43.00339,-122.43678
Sorrento F32L,9c2030ce-4d87-49fe-9d38-d80158329ace,18,58,disabled,disabled,12,33.140156,-116.99811
Ronin S1,dbcd070f-628a-451f-87a7-ae91ea604178,29,67,enabled,enabled,65,42.85733,-122.541916
Sorrento F41L,7340247a-a478-4cf7-a85f-3f8781edfc2f,17,53,connected,enabled,56,36.212597,-114.07591
Ronin S2,89e7eea1-d591-4494-a606-a0f90536b896,28,69,enabled,connected,11,36.276497,-114.880486
Sorrento F41L,b8ec5384-7440-4fd8-8516-85a8f8ebf1a2,32,69,enabled,connected,68,41.367416,-117.08123
Sorrento F41L,a2fb2db1-9749-4566-a9ae-c0f2003b185d,18,50,enabled,enabled,85,36.250393,-114.689606
Ronin Novelty Note 1,357eb3ae-c3e9-4620-9bdc-2cfd740e6807,21,46,enabled,enabled,26,42.862194,-122.47274
iFruit 3,63437e3c-a9bf-4a5a-a716-9f30cabb5402,25,76,disabled,connected,21,34.139336,-117.63106
Sorrento F41L,5ed62a33-b89e-475c-962e-811bf93cc656,14,60,connected,disabled,43,34.18924,-117.721695
iFruit 5A,0591e057-2388-44d4-a2a0-29a636172cc3,16,46,disabled,enabled,66,34.14824,-117.42911
Sorrento F21L,1f70f5eb-ccaf-4c80-a3f0-16c7b8b49826,13,84,enabled,connected,68,35.697845,-120.33879
Sorrento F30L,1c31b89b-f351-45f9-bb31-43f439e02e17,32,39,connected,enabled,43,33.71999,-111.70134
iFruit 1,8efe78ee-9190-4583-ab0f-53ba5720a612,14,33,connected,connected,20,39.888,-114.327286
Sorrento F41L,15aee3f7-0d01-4372-8244-ff5288934c27,24,27,connected,connected,72,38.849808,-122.64076
Ronin S1,2ab3943f-c1d7-42f8-b4b1-50f0b9d5d51d,18,72,enabled,connected,58,46.004013,-122.013535
iFruit 2,6fdd395b-c4dc-4b42-b09c-ae3e8eb17111,34,33,enabled,connected,65,38.57505,-122.35724
Sorrento F41L,f629985f-820f-4288-a14e-371a8f47516a,17,46,disabled,connected,61,0.0,0.0
Sorrento F01L,7e395b08-187a-4d2b-ad3b-1bad3e8f07f1,19,79,enabled,enabled,16,34.922306,-114.168274
Sorrento F41L,ec0d3cd1-a201-4a36-8ac1-1d69acca5b0d,15,24,enabled,enabled,61,33.7596,-111.88157
Sorrento F31L,0d30304d-3ffe-4b71-aad1-af1674c615d2,31,43,connected,enabled,36,34.04004,-117.62181
Sorrento F41L,0de90872-1749-4c3e-9099-f40ccef39275,26,29,disabled,connected,42,38.202816,-121.95129
Sorrento F21L,cb3db905-8908-46eb-9b3f-96ebb3490cf3,29,89,disabled,disabled,34,40.233032,-122.42637
Sorrento F41L,32af1a0b-ca7f-4906-9772-9eb9435e7e4c,32,53,disabled,connected,73,33.943058,-108.94187
Ronin S2,71720181-7dc6-4e34-8401-35b605c0be2a,32,29,enabled,enabled,17,35.618805,-117.73471
iFruit 3,96d9c4e4-a62d-44ba-8bbd-743b9577c979,27,31,disabled,connected,43,33.44448,-111.63813
iFruit 3,5c0eaf83-7c3f-41dc-ab04-0d8dd1ff2d02,18,79,disabled,enabled,66,0.0,0.0
iFruit 2,8186530b-8d19-4160-a760-6ff997e0f5f4,18,31,disabled,connected,25,35.486637,-111.59271
iFruit 5A,a588ade4-508f-4b1c-bfd1-ef59295f3110,34,68,enabled,disabled,23,33.89372,-112.018654
Sorrento F41L,9b38ede5-fa23-48a5-8ea8-31bc31ed52dd,22,34,disabled,connected,46,33.986076,-118.01646
Ronin Novelty Note 4,06c6f664-76c6-43ca-aebc-43d38b44aa6e,11,24,enabled,enabled,68,38.623848,-122.042015
Sorrento F41L,ebcd5bb5-ca70-4954-8ec0-024967a61285,10,69,disabled,connected,99,34.501038,-117.26672
Sorrento F41L,0c2dd45f-3099-4212-9d95-548d859b914b,13,38,disabled,disabled,90,34.28743,-117.229805
iFruit 4A,184cebf6-fe5c-407b-aadc-353e4ad05a80,23,43,disabled,enabled,63,39.576572,-114.37231
Sorrento F22L,260f05cd-2db8-49ff-90d0-2e9e9b3abd28,34,35,enabled,connected,30,34.297318,-117.34847
Sorrento F41L,0ec0a4ec-3bd3-4250-aa0f-31394654dcfb,16,42,enabled,connected,67,33.84784,-116.490906
iFruit 5,0c478aca-c63b-4646-ab98-18f607aabb63,15,46,disabled,connected,53,38.719025,-122.71383
Ronin Novelty Note 2,dd6a8a6c-2035-435f-a70e-9015572d049f,23,63,enabled,enabled,29,33.894016,-117.89397
iFruit 1,5d5de882-603b-43a0-8414-455d2669c8ed,16,91,enabled,enabled,28,39.532425,-120.31496
Sorrento F24L,b868f34c-bccf-483c-bc90-572a376487c9,23,89,enabled,connected,29,33.664055,-111.73039
Sorrento F41L,33c72e45-b2fc-41cd-a525-050c033d36ad,24,42,connected,connected,59,34.879272,-118.338326
Ronin S2,8a28e320-7d9d-47a3-b8b9-4d00356e451e,18,54,enabled,connected,8,43.09441,-122.74961
Sorrento F41L,aa96a91d-514d-4662-ab52-2a21879d9320,27,60,enabled,enabled,50,36.37133,-114.65518
iFruit 1,4cb21850-3613-4470-be4b-c49352af8aff,29,42,connected,connected,27,34.438553,-118.33899
Sorrento F41L,d3633707-f743-4ef0-9d77-1d25814964a7,25,23,enabled,disabled,98,35.15925,-115.87692
Sorrento F11L,6b240663-39b5-4145-b04a-24b8cf38c06f,31,31,enabled,enabled,58,33.509132,-111.203735
Ronin S1,d591af7f-6891-4bd5-b2cc-81bb2c73a2bb,18,37,enabled,enabled,68,38.033554,-122.22332
iFruit 1,2b5462a9-2d6e-43d3-b7fd-001659a70f88,29,99,disabled,enabled,47,37.16234,-121.926445
Sorrento F41L,7bc556b9-479d-4fd3-a5e4-0fbaecf3c655,14,26,disabled,enabled,52,38.346066,-121.111946
Ronin S2,3333f255-1f38-4def-8894-7d9951971c31,33,88,enabled,enabled,15,45.34893,-117.92411
Sorrento F41L,bd11c7c2-18ad-464a-b307-a99a7e08312f,27,27,enabled,enabled,50,39.820934,-114.40268
iFruit 5A,99279ec4-eee1-408d-8a94-bd804325ed87,15,80,enabled,enabled,0,32.877037,-116.278145
Sorrento F41L,0de90872-1749-4c3e-9099-f40ccef39275,30,24,enabled,disabled,82,37.858704,-121.908745
Sorrento F41L,e51b9238-1c34-4cd2-8859-ca4017ff190f,31,28,connected,enabled,90,37.599663,-121.36766
iFruit 1,bf701e1d-6f52-463b-a31a-0f95bae933ba,20,20,enabled,enabled,14,0.0,0.0
Sorrento F41L,0c8251e9-05b3-4f4c-8e04-ec7f73b4ced2,18,23,enabled,disabled,80,39.159286,-121.33789
Ronin S1,28d6638b-94cf-4d20-a40c-6c57bdeef3e5,27,45,enabled,enabled,61,41.328243,-116.96053
Sorrento F41L,c1fd5d94-4915-45b3-91f1-348ee607584d,14,21,enabled,connected,53,34.138157,-118.42248
Sorrento F41L,db4048e8-9c3a-4153-a144-2bc801571a3f,17,40,enabled,enabled,46,45.789375,-122.742386
Ronin Novelty Note 3,1e306557-9261-4f2b-a2b2-2118df42f1cf,21,83,enabled,enabled,25,39.725826,-120.455246
Sorrento F41L,9ec0291d-ea26-4f88-8cab-6097dbf99ccc,33,73,enabled,enabled,93,33.20776,-116.94136
Sorrento F41L,1490ceb3-ed63-4563-8212-b34af73a8942,19,63,enabled,connected,99,39.787388,-114.280876
Sorrento F41L,10ab132a-30ee-4e95-ae9b-52f5e9484870,21,49,connected,connected,64,37.035816,-119.59618
Ronin Novelty Note 3,ba670842-9cfc-475e-94c9-50f647ecea80,23,49,enabled,connected,38,33.52764,-111.730804
Sorrento F41L,47146bd5-2753-4106-82b8-7ad71a6cb301,22,73,enabled,enabled,74,33.85393,-111.90912
Sorrento F41L,45903a94-15d1-48b7-b7fd-5b367eb5eb4f,26,25,enabled,connected,40,35.29192,-115.67896
iFruit 2,f63b27ec-08c0-41a1-aa4b-2ba979955182,33,90,connected,enabled,1,0.0,0.0
Sorrento F31L,2ab0233b-d4fc-49ff-a4ed-f0763357f939,23,86,disabled,enabled,23,34.111103,-117.69157
iFruit 1,3a224074-b4e1-4082-9739-62dfbc2f2fd2,21,93,disabled,connected,40,34.004673,-117.99883
Sorrento F32L,11bce161-7298-4919-9d2f-a843aac4f62f,33,85,enabled,disabled,17,33.74725,-111.37402
Sorrento F10L,e9d7ce18-c01d-4f2b-b739-daadd643d85a,20,23,connected,enabled,53,33.406815,-111.241066
Sorrento F41L,a30bbdf4-c798-4c7f-828b-025d8a0122c5,18,55,enabled,enabled,42,36.668736,-120.711235
Sorrento F41L,45a44d32-882d-4e3b-825d-8230d9fd31d3,15,62,enabled,enabled,81,36.3524,-120.94647
Ronin S3,52eb6aa3-f024-48a1-b219-8bf846b2d8eb,27,75,disabled,enabled,31,0.0,0.0
Sorrento F41L,5194c670-2463-40d8-8dd5-7bbecd86f8ca,27,56,enabled,enabled,76,34.325554,-117.89774
Sorrento F30L,8cf68aac-8e86-4d5d-b0d0-3fffd3005daf,23,39,connected,connected,47,38.04376,-122.351585
Sorrento F41L,293a4d18-67e1-44cb-8aaf-f2adcbe0bbee,14,62,connected,disabled,85,39.767017,-120.74178
Sorrento F41L,09e7d98b-8be6-4077-b6a4-8ebd8ba653c5,25,62,enabled,connected,67,0.0,0.0
Ronin Novelty Note 1,3014d003-b02e-4d1b-9e52-55bb9a34fa30,19,99,enabled,enabled,32,33.80266,-117.69595
Ronin Novelty Note 1,44d8b8c8-bc68-4dc4-b33c-003131cf19b1,23,88,enabled,enabled,2,38.077805,-122.27785
Sorrento F41L,86bef6ae-2f1c-42ec-aa67-6acecd7b0675,25,59,connected,disabled,81,45.390316,-122.108765
iFruit 3,de2238e3-b747-4423-967a-c69f8a8bf2ac,20,50,enabled,enabled,10,34.515266,-118.36333
Ronin S3,49973809-9d01-4730-8d51-1bcb995750c5,16,64,enabled,enabled,62,34.792393,-116.169495
Ronin Novelty Note 2,a678ccc3-b0d2-452d-bf89-85bd095e28ee,24,94,enabled,enabled,65,32.112732,-111.65388
iFruit 3,1076391e-d8e4-4896-bee8-cf0006f6e22d,27,93,enabled,enabled,38,38.113007,-121.42817
Sorrento F41L,0bbc526a-6a56-41b0-af72-0cb081a468d1,33,58,enabled,enabled,95,0.0,0.0
Sorrento F41L,676e3a4b-d32f-45ff-adce-67dce4c76aaf,34,40,disabled,enabled,53,45.352825,-117.48604
Sorrento F22L,260f05cd-2db8-49ff-90d0-2e9e9b3abd28,30,98,enabled,connected,28,34.154987,-117.18602
Sorrento F01L,03000e9f-1e46-42ee-8c28-fa458f019d2e,21,43,connected,connected,1,33.919155,-117.59615
Sorrento F41L,09e7d98b-8be6-4077-b6a4-8ebd8ba653c5,28,46,connected,connected,65,32.298977,-111.759415
Sorrento F41L,ed78aa38-c3ef-4495-81ec-aff83a4a89a7,23,55,enabled,enabled,98,34.21786,-117.70115
Sorrento F41L,76c9761f-a8b1-456a-8e15-1af4ecdfaad3,20,57,enabled,enabled,92,0.0,0.0
iFruit 3,ae9cd41c-3ec9-4987-8cbc-f5fceec16379,34,27,disabled,connected,26,34.377777,-118.061325
Sorrento F41L,8b56ea62-6aab-4ed6-b22c-e396f8193247,15,62,enabled,disabled,98,33.251247,-116.59941
Sorrento F22L,ced97317-33d9-472a-af4b-c38a6ff2f93e,29,47,enabled,enabled,37,34.64537,-118.03508
Sorrento F32L,d9797f1d-edf7-4ba4-888c-faf9ae7940e1,13,72,connected,disabled,36,38.884262,-121.26311
Sorrento F41L,9c279a07-f593-43ac-8dd2-d6a2c16ba4b9,13,62,enabled,enabled,81,34.97316,-114.32811
Ronin Novelty Note 2,3a5b9aa0-e641-442a-994f-c853285c94ec,22,82,enabled,enabled,35,34.721035,-118.110054
Sorrento F20L,0d5ffa71-e80e-450c-9acf-a8db26ba4d74,22,53,enabled,enabled,57,37.37851,-121.758095
Sorrento F41L,5d08d989-c873-4598-a3d1-19cf8f0984fd,26,55,enabled,connected,46,33.677307,-111.83694
Sorrento F00L,64c18370-c33e-40c9-841f-41e7829b14c8,26,97,connected,connected,66,0.0,0.0
Sorrento F41L,c1110a4c-38d2-4ee8-99e8-09df67f337a7,29,22,connected,connected,79,34.459187,-117.66964
iFruit 3A,3ab1a958-9019-4c52-860f-69e2d6eebbcc,12,86,disabled,connected,60,45.12632,-117.89528
Sorrento F41L,7dfc72ee-afe1-480a-9920-e8a071584341,16,61,enabled,disabled,48,40.7027,-119.49728
Sorrento F33L,5dbd1f40-b471-4343-8eac-1a43f6285393,27,68,enabled,connected,52,32.208733,-111.54416
